"Suggested citation: CSIS IFI COVID-19 Response Tracker, CSIS Economics Program, Last Updated October 19, 2020",,,,,,,,,,,,,,,,,,,,,,,
"Note: CSIS methodology for estimating disbursements assumes full disbursement of emergency financing instruments as indicated by the financing institutions themselves. In the case of IMF and RFA lending, disbursements are based on press releases and correspond to actual disbursement schedules. However, disbursement schedules from other official sources, including many MDB operations, are often not included in public press announcements. For purposes of this dataset, we assume full disbursement of such operations, which likely results in an overestimation of MDB disbursements.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Institution,Date,Institution Type,Type,Guarantee?,Institutional Commitment ($M),Approved Value ($M),Disbursed Value ($M),Country/Recipient,Region,GDP per capita (nominal),GDP per capita (PPP),Income group,Sector,Green,Description,Link,,,,,,,
IADB,3.26.2020,MDB,Covid,,"5,000",,,,Americas,#NV,#NV,#NV,General,,"IDB Invest, the private sector institution of the IDB Group, will contribute up to $5 billion to these efforts in 2020. Of that total, $4.5 billion will come from its investment program, focusing on companies impacted by the crisis. Additionally, IDB Invest is working on a new $500-million Crisis Mitigation Facility targeting investments that provide a direct response to the pandemic through health and health-related sectors and access to short-term lending for small and medium-sized enterprises through financial institutions and supply chain finance.",https://www.iadb.org/en/news/idb-group-announces-priority-support-areas-countries-affected-covid-19,,,,,,,
IMF,10.2.2020,IMF,Covid,,,101.96,101.96,Malawi,Africa,411.5523404,1103.643616,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) today approved a disbursement of SDR 72.31 million (US$101.96 million or 52.1 percent of quota) to Malawi under the Rapid Credit Facility (RCF). This is the second emergency disbursement since the onset of the pandemic and will help finance MalawiÕs urgent balance of payment and fiscal needs. It follows the Executive BoardÕs approval of the disbursement of SDR 66.44 million (US$91 million or 47.9 percent of quota) on May 1, 2020 (IMF Press Release No. 20/200).",https://www.imf.org/en/News/Articles/2020/10/02/pr20303-malawi-imf-executive-board-approves-us-million-disbursement-under-rcf-covid-19-pandemic,,,,,,,
IMF,10.2.2020,IMF,Covid,,,3.38,3.38,Afghanistan,Asia/Oceania,502.1154869,2293.551684,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,8.98,8.98,Benin,Africa,1219.432672,3423.551727,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,14.52,14.52,Burkina Faso,Africa,774.8396902,2280.380037,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,6.8,6.8,Burundi,Africa,261.2474725,782.8165888,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,4.12,4.12,Central African Republic,Africa,467.9074406,984.0280497,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,2.82,2.82,Chad,Africa,709.5403101,1645.094153,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,1.14,1.14,Comoros,Africa,1393.522372,3209.091291,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,13.96,13.96,Democratic Republic of the Congo,Africa,545.2162123,1143.453225,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,2.38,2.38,Djibouti,Africa,3408.846254,5748.081044,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,6.33,6.33,Ethiopia,Africa,857.501351,2311.704386,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,2.96,2.96,Gambia,Africa,751.2946884,2298.378173,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,23.08,23.08,Guinea,Africa,1064.131237,2670.308947,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,1.92,1.92,Guinea-Bissau,Africa,697.7844029,2071.816248,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,5.61,5.61,Haiti,Americas,754.5879177,1800.564561,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,15.78,15.78,Liberia,Africa,621.8929536,1486.994898,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,4.31,4.31,Madagascar,Africa,522.2198092,1714.447454,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,10.15,10.15,Malawi,Africa,411.5523404,1103.643616,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,13.35,13.35,Mozambique,Africa,491.8047231,1333.518167,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,5.03,5.03,Nepal,Asia/Oceania,1071.050761,3558.399828,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,7.95,7.95,Niger,Africa,554.6009687,1269.601399,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,16.95,16.95,Rwanda,Africa,801.656187,2318.48623,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,0.24,0.24,Sao Tome and Principe,Africa,1994.906467,4128.062159,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,17.23,17.23,Sierra Leone,Africa,504.4625434,1789.588431,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,0.1,0.1,Solomon Islands,Africa,2127.538508,2465.520643,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,7.36,7.36,Tajikistan,Asia/Oceania,870.7875893,3519.822017,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,11.69,11.69,Tanzania,Africa,1122.12181,2770.681172,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,3.26,3.26,Togo,Africa,675.5422133,1662.072345,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,10.2.2020,IMF,Covid,,,15.45,15.45,Yemen,Middle East,..,..,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) approved on October 2, 2020 a second six-month tranche of debt service relief for 28 member countries under the Catastrophe Containment and Relief Trust (CCRT). This approval follows the first six-month tranche (April 14 Ð October 13, 2020) approved on April 13, 2020 (see Press Release No. 20/151), and enables the disbursement of grants from the CCRT for payment of eligible debt service falling due to the IMF from October 14, 2020 to April 13, 2021, estimated at SDR 161 (US$227) million.",https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker#APD,,,,,,,
IMF,9.30.2020,IMF,Covid,,,6500,2000,Ecuador,Americas,6183.823825,11846.78056,Upper middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved today a 27-month extended arrangement under the Extended Fund Facility (EFF) for Ecuador, with access equivalent to SDR 4.615 billion (661 percent of quota, equivalent of US$6.5 billion). The BoardÕs approval allows for an immediate disbursement equivalent to US$2 billion, available to the budget. The EFF arrangement follows Fund emergency support to Ecuador in May this year (67.3 percent of quota, equivalent of US$643 million) and the previous EFF arrangement approved by the IMF Executive Board in March 2019 that was canceled in May 2020.",https://www.imf.org/en/News/Articles/2020/10/01/pr20302-ecuador-imf-executive-board-approves-27-month-extended-fund-facility,,,,,,,
IMF,9.25.2020,IMF,Covid,,,6200,,Colombia,Americas,6432.387583,15643.73145,Upper middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved today a request by the Colombian authorities to increase access under its current Flexible Credit Line (FCL) arrangement to SDR 12.267 billion (about USD 17.2 billion), equivalent to 600 percent of quota. This represents an SDR 4.4174 billion increase (about USD 6.2 billion) in relation to the two-year arrangement that was approved on May 1, 2020. The credit line approved in May had kept access unchanged relative to the previous FCL arrangement approved in 2018.",https://www.imf.org/en/News/Articles/2020/09/25/pr20300-colombia-imf-executive-board-approves-augmentation-of-the-flexible-credit-line,,,,,,,
IMF,9.16.2020,IMF,Covid,,,765,1000,Angola,Africa,2973.59116,6929.678158,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) today completed the third review of AngolaÕs economic program supported by an extended arrangement under the Extended Fund Facility (EFF) . Completion of this review unlocks access to SDR 731.7 million (about US$1 billion), bringing total disbursements under the extended arrangement to SDR 1,804.7 million (about US$2.5 billion). The Executive Board decision allows an immediate disbursement of US$1 billion to Angola and an augmentation of total access by about US$765 million through the end of the arrangement.",https://www.imf.org/en/News/Articles/2020/09/16/pr20294-angola-imf-execboard-complete-3rdrev-ea-under-eff-augment-disbursement-address-covid19,,,,,,,
IMF,9.2.2020,IMF,Covid,,,28.7,52.2,Mauritania,Africa,1677.919253,5412.419162,Lower middle income,General,,"Today, the Executive Board of the International Monetary Fund (IMF) completed the fifth review under the three-year Extended Credit Facility (ECF) arrangement for the Islamic Republic of Mauritania. The arrangement was approved on December 6, 2017 with total access of SDR 115.92 million (about US$164 million at current exchange rates), or 90 percent of MauritaniaÕs quota (see Press Release No. 17/468). In completing todayÕs review, the Board also approved the authoritiesÕ request for an augmentation of access of SDR 20.24 million (about US$28.7 million or 15.7 percent of quota) to address higher-than-anticipated financing needs stemming from the COVID-19 pandemic. The augmentation brings total access under the ECF arrangement to SDR 136.16 million (about US$193 million or 105.7 percent of quota). The completion of this review allows Mauritania to draw SDR 36.80 million (about US$52.2 million or 28.6 percent of quota).",https://www.imf.org/en/News/Articles/2020/09/02/pr20291-mauritania-imf-executive-board-completes-5th-review-under-the-ecf-arrangement,,,,,,,
IMF,7.31.2020,IMF,Covid,,,152.61,152.61,Gabon,Africa,7667.366861,15486.06832,Upper middle income,General,,"The Executive Board of the International Monetary Fund (IMF) today approved a purchase of SDR108 million (about US$152.61 million) under the Rapid Financing Instrument (RFI). This is the second purchase under the RFI to Gabon since the onset of the pandemic. It aims at helping Gabon in meeting its urgent balance of payments needs. This follows the Executive BoardÕs decision of April 9, 2020 to double temporarily the annual access limit under the RFI to 100 percent of quota (see IMF Policy Paper No. 20/018). TodayÕs purchase brings total IMF COVID-19 support under the RFI to Gabon to US$299.61 million.",https://www.imf.org/en/News/Articles/2020/07/31/pr20276-gabon-imf-execboard-approves-us-152-61m-disbursement-under-rfi-address-covid19,,,,,,,
IMF,7.30.2020,IMF,Covid,,,171.9,171.9,Madagascar,Africa,522.2198092,1714.447454,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) today approved the disbursement of $171.9 million (SDR122.2 million, 50 percent of quota) to the Republic of Madagascar under the Rapid Credit Facility (RCF). This is the second emergency disbursement since the onset of the pandemic and will help finance the countryÕs urgent balance of payments and fiscal needs. It follows the Executive BoardÕs approval of the disbursement of US$ 165.99 million on April 3, 2020 (see IMF Press Release No. 20/133 ).",https://www.imf.org/en/News/Articles/2020/07/30/pr20275-madagascar-imf-execboard-approves-us-171-9m-disburse-under-rcf-address-covid19,,,,,,,
IMF,7.29.2020,IMF,Covid,,,110.4,110.4,Eswatini,Africa,3837.026994,9048.178922,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) approved the Kingdom of EswatiniÕs request for emergency financial assistance of SDR78.5 million (about US$110.4 million, 100 percent of quota) under the Rapid Financing Instrument (RFI) to meet the urgent balance of payment needs stemming from the COVID-19 pandemic.",https://www.imf.org/en/News/Articles/2020/07/29/pr20274-eswatini-imf-executive-board-approves-us-million-emergency-support-covid-19-pandemic,,,,,,,
IMF,7.29.2020,IMF,Covid,,,49.1,49.1,Lesotho,Africa,1157.535164,2882.421901,Lower middle income,General,,"The Executive Board of the International Monetary Fund (IMF) today approved a disbursement under the Rapid Credit Facility (RCF) equivalent to SDR 11.7 million (about US$16.5 million, or 16.7 percent of quota), and a purchase under the Rapid Financing Instrument (RFI) equivalent to SDR 23.2 million (about US$32.6 million or 33.3 percent of quota), to a total amount of about US$49.1 million, to help Lesotho meet the urgent balance of payment needs stemming from the outbreak of the COVID-19 pandemic.",https://www.imf.org/en/News/Articles/2020/07/29/pr20273-imf-executive-board-approves-emergency-support-to-lesotho-to-address-the-covid-19-pandemic,,,,,,,
IMF,7.27.2020,IMF,Covid,,,4300,4300,South Africa,Africa,6001.400814,12999.12026,Upper middle income,General,,"The Executive Board of the International Monetary Fund (IMF) today approved South AfricaÕs request for emergency financial assistance of SDR 3,051.2 million (US$ 4,286.5 million or 100 percent of quota) under the Rapid Financing Instrument (RFI) to meet the urgent balance of payment (BOP) needs stemming from the outbreak of the COVID-19 pandemic.",https://www.imf.org/en/News/Articles/2020/07/27/pr20271-south-africa-imf-executive-board-approves-us-billion-emergency-support-covid-19-pandemic,,,,,,,
IMF,7.27.2020,IMF,Covid,,,2.08,2.67,Sao Tome and Principe,Africa,1994.906467,4128.062159,Lower middle income,General,,The Executive Board of the International Monetary Fund (IMF) today completed the first review of the Extended Credit Facility (ECF) arrangement for S‹o TomŽ and Pr’ncipe. The BoardÕs decision enables the immediate disbursement of SDR 1.90 million (about US$2.67 million). The Board today also approved an augmentation of the ECF arrangement by SDR 1.48 million (about US$2.08 million or 10 percent of the countryÕs quota) to be also disbursed immediately. This brings S‹o TomŽ and Pr’ncipeÕs total disbursements under the arrangement to SDR 5.29 million (about US$7.35 million).,https://www.imf.org/en/News/Articles/2020/07/27/pr20272-sao-tome-and-principe-imf-executive-board-completes-the-first-review-ecf-arrangement,,,,,,,
IMF,7.22.2020,IMF,Covid,,,68.49,68.49,Chad,Africa,709.5403101,1645.094153,Low income,General,,The Executive Board of the International Monetary Fund (IMF) today approved a disbursement under the Rapid Credit Facility (RCF) for SDR 49.07 million (about US$ 68.49 million or 35 percent of quota).,https://www.imf.org/en/News/Articles/2020/07/22/pr20268-chad-imf-execboard-approves-additional-us-69-49m-disburse-and-notes-cancellation-ecf,,,,,,,
IMF,7.20.2020,IMF,Covid,,,24.97,7.63,Burundi,Africa,261.2474725,782.8165888,Low income,General,,"The Executive Board of the International Monetary Fund (IMF) today approved a grant under the IMFÕs Catastrophe Containment and Relief Trust (CCRT) to cover BurundiÕs debt service falling due to the IMF from July 21, 2020 to October 13, 2020, the equivalent of US$ 7.63 million (SDR 5.48). Additional relief covering the period from October 14, 2020 to April 13, 2022 will be granted subject to the availability of resources in the CCRT, potentially bringing total relief on debt service to the equivalent of US$24.97 million (SDR 17.96). The debt service relief will help free up resources for public sector health needs including other emergency spending and help mitigate the balance of payments shock resulting from the COVID-19 pandemic.",https://www.imf.org/en/News/Articles/2020/07/20/pr20265-burundi-imf-executive-board-approves-us-7-6m-debt-relief-under-ccrt,,,,,,,
IMF,6.26.2020,IMF,Covid,,,5200,2000,Egypt,Africa,3020.03135,12250.78041,Lower middle income,General,,"The IMF approved a 12-month Stand-by Arrangement (SBA), with total access of about US$5.2 billion to address balance of payments financing needs arising from the COVID-19. Approval of the SBA enables the immediate disbursement of about US$2 billion.",https://www.imf.org/en/News/Articles/2020/06/26/pr20248-egypt-imf-executive-board-approves-12-month-us-5-2billion-stand-by-arrangement,,,,,,,
